,query,query_id,query_type,document,passage_sign_de,passage_sign_ce,input_id
4825,what kind of doctor is a pancreas doctor,867479,DESCRIPTION,"Finally, the mission statement for any organization, at any level, becomes the cornerstone for that organization's transformation function in changing inputs into outputs through the variables of direction, processes, tools, people, culture, materials, physical environment, and organizational structure.",0,,241
4826,what kind of doctor is a pancreas doctor,867479,DESCRIPTION,Car Loan Rates. 1  36 month new car loan. 2  36 month used car loan. 3  48 month new car loan.  48 month used car 1  loan. 60 month new car loan.  60 month used car 1  loan. 72 month new car  loan.,0,,241
4827,what kind of doctor is a pancreas doctor,867479,DESCRIPTION,"Early life and work with Wilco [edit]. Jay Bennett was born November 15, 1963 in Rolling Meadows, Illinois, a suburb Northwest of Chicago. Bennett was a founding member of Titanic Love Affair. The band recorded three albums in the 1990s: Titanic Love Affair (1991), No Charisma (1992), and Their Titanic Majesty's Request (1996).",0,,241
4828,what kind of doctor is a pancreas doctor,867479,DESCRIPTION,"llama - Student Encyclopedia (Ages 11 and up) The llama is a slender-bodied animal with long legs, a long neck, a short tail, a small head, and large, pointed ears. It is a South American member of the camel family, Camelidae (order Artiodactyla), and is closely related to the alpaca, guanaco, and vicuna. These four animals are known collectively as lamoids.",0,,241
4829,what kind of doctor is a pancreas doctor,867479,DESCRIPTION,"Based on the salary data provided by ValueMD.com, child and adolescent psychiatrists earn $158,000 a year in the first two years of practice. Based on the salary data reported by Payscale, child psychiatrists with less than a year of work experience typically earn salaries in the range from $144,416 to $172,500 a year.",0,,241
4830,what kind of doctor is a pancreas doctor,867479,DESCRIPTION,"Wring out the excess water and place the compress over the blind pimple to help draw out the fluid and bring the pimple to a head. Once the fluid is near the surface, you can apply some gentle pressure around the pimple to help it drain. Just don't don't squeeze the pimple.",0,,241
4831,what kind of doctor is a pancreas doctor,867479,DESCRIPTION,"When you bulk import data into a SQL Server table or bulk export data from a table, you can use a format file to store all the format information that is required to bulk export or bulk import data. This includes format information for each field in a data file relative to that table.",0,,241
4832,what kind of doctor is a pancreas doctor,867479,DESCRIPTION,"The Gibbous Moon Phase -- Waxing (Increasing) to Nearly Full. You can lean toward an intellectual outlook. You are always on the verge of bringing your ideas to fruition. As a leader, you get others excited, from your sense of onward and upward progress.",0,,241
4833,what kind of doctor is a pancreas doctor,867479,DESCRIPTION,"  The Florida Supreme Court seats seven justices-one Chief justice and six Associate Justices-who are selected by the Florida Judicial Nominations Commission.he Supreme Court of the United States (SCOTUS) has nine justices: one Chief Justice and eight Associate Justices. The Judiciary Act of 1789 provided for a 6-member Court, w … ith a Chief Justice and 5 Associate Justices.",0,,241
4834,what kind of doctor is a pancreas doctor,867479,DESCRIPTION,"And what I can tell you is that if your restaurant is doing at least $800,000 or more a year that the NEW prime cost target is 55percent. You heard me right, 55 percent! Now, how to get to 55 percent.",0,,241
4835,what kind of doctor is a pancreas doctor,867479,DESCRIPTION,"1. Law: (1) A party who designates another (the agent) to act on his or her behalf. (2) A party that has the primary responsibility in a liability or obligation, as opposed to an endorser, guarantor, or surety. (3) A person who commits a crime, takes an active part in its commission, or directly or indirectly counsels or procures another person to commit it.",0,,241
4836,what kind of doctor is a pancreas doctor,867479,DESCRIPTION,"VIVE was developed by HTC and Valve to deliver on the promise of VR. The virtual reality community partnering with VIVE today includes an international base of users, developers and businesses while continuing to grow every day.",0,,241
4837,what kind of doctor is a pancreas doctor,867479,DESCRIPTION,"1689927485 NPI number belongs to Sherri Anne Martin. Sherri Anne Martin is located at Hilliard OH with zip code 43026. Detailed information of Sherri Anne Martin including practice location address, status, phone number contact and so on.",0,,241
4838,what kind of doctor is a pancreas doctor,867479,DESCRIPTION,"Juab County /ˈdʒuːaeb/ ˈdʒuːæb is a county located in The.U. s state Of. Utah as of the 2010, census the population 10,246. 10246 its county seat and largest city Is. Nephi the county was named from A Native american word meaning thirsty, valley or possibly only. valley",0,,241
4839,what kind of doctor is a pancreas doctor,867479,DESCRIPTION,"ELIZABETH BENISSAN MESSAN, PA-C – NPI #1639551161. Physician Assistant. A physician assistant is a person who has successfully completed an accredited education program for physician assistant, is licensed by the state and is practicing within the scope of that license.",0,,241
4840,what movie has mumbles in it,879274,ENTITY,"The process of solving a problem or determining a problem to an issue. Troubleshooting often involves the process of elimination, where a technician will follow a set of steps to determine the problem or resolve the problem.",0,,242
4841,what movie has mumbles in it,879274,ENTITY,"Sabi originally meant 'chill', 'lean' or 'withered'. Wabi originally meant the misery of living alone in nature, away from society... Around the 14th century, the meanings of both words began to evolve in the direction of more positive aesthetic values. ...",0,,242
4842,what movie has mumbles in it,879274,ENTITY,"If analysts give a stock an overweight rating, they expect the stock to outperform its industry in the market. Analysts may give a stock an overweight recommendation due to a steady stream of positive news, good earnings and raised guidance. Analysts will give a stock an overweight recommendation if they feel that the stock's expected return will be greater than the average return of the industry or market over a given time period.",0,,242
4843,what movie has mumbles in it,879274,ENTITY,"When Megatron killed Sam at the film's climax, the AllSpark's knowledge was transferred from Sam into to the Matrix of Leadership, effectively replacing the cube as its physical form (and essentially transforming it into an object much more like the traditional depiction of the Matrix in Transformers fiction).",0,,242
4844,what movie has mumbles in it,879274,ENTITY,"Viscose and acetate fabrics are renowned for their slick and slippery textures and luxurious shine. Acetate for use in clothing is also known as rayon, and has the breathability of cotton blended with the supple feel of luxurious silk.",0,,242
4845,what movie has mumbles in it,879274,ENTITY,"exists and is an alternate of . Here comes the Bride or the Wedding March comes from the opera Lohengrin, by the German composer Richard Wagner. Here comes the Bride or the Wedding March comes from the opera Lohengrin, by the German composer Richard Wagner. Or if you are thinking of the one (see link related below) Felix Meldelsohn. ",0,,242
4846,what movie has mumbles in it,879274,ENTITY,"1 Walking canes or umbrellas. 2  Each passenger is permitted to bring one quart-sized bag of liquids aersols, gels, creams and pastes in your carryon bag and through the TSA security checkpoint. 3  These are limited to 3.4 ounces (100 milliliters) or less per item.",0,,242
4847,what movie has mumbles in it,879274,ENTITY,Customers of the Riverhead Water District are asked to please refrain from watering their lawns between midnight and 8:00 a.m. They are urged to water only in the early evening hours up until midnigh Read More.,0,,242
4848,what movie has mumbles in it,879274,ENTITY,"Vinegar is made from the fermentation of a variety of sources mainly containing carbohydrates and sugars. Ethanol is first produced as a result of fermentation of sugars, ethanol is then oxidized to acetic acid by the acetic acid bacteria (AAB).he ethanol may be derived from many different sources, including wine, cider, beer, or fermented fruit juice, or it may be made synthetically from natural gas and petroleum derivatives.",0,,242
4849,what movie has mumbles in it,879274,ENTITY,"Mumbles is one of Big Boy Caprice's minions, a con-artist, and one of the minor antagonists from Disney/Touchstone's 1990 film Dick Tracy. He starts out as a villain, but later switches sides.",1,1.0,242
4850,what movie has mumbles in it,879274,ENTITY,"Joining a faction is one of the first things you should do as a new player. Use the /f list [page=1] command to list the factions. To learn more about a certain faction you can use the /f f,faction [faction=you] command which for example will display all the followers. To learn more about a certain follower you can use the /f p,player [player=you] command.",0,,242
4851,what movie has mumbles in it,879274,ENTITY,"Everest is in our DNA, and we believe the journey to base camp has the power to transform one's mind, body and spirit. Through the humility of our Sherpa guides, this trip will inspire you for the rest of your life.",0,,242
4852,what movie has mumbles in it,879274,ENTITY,"The Definitive Wedding Music CD... From Grammy & Emmy-Winning Writers, Producers and Artists. 18 beautiful arrangements of classical wedding ceremony music favorites and popular wedding songs for a wedding to be remembered for a lifetime...from Prelude to Last Dance and special moments in between.",0,,242
4853,what movie has mumbles in it,879274,ENTITY,"Eat beef liver, which has high pH but will raise the uric acid. Fish is high in pH but contain uric acids. If you eat purine-rich foods, just wash them down with baking soda in water or mineral water. Based on my testing, green tea has higher pH than balck tea, so another reason for drinking green tea.",0,,242
4854,what movie has mumbles in it,879274,ENTITY,"Tomatoes need the secondary nutrients, calcium, magnesium and sulfur, but in lesser amounts than the primary nutrients. Calcium improves cell health, protecting against diseases and bruises. Tomatoes with higher levels of calcium are also more nutritious.",0,,242
4855,what movie has mumbles in it,879274,ENTITY,"To ensure a smooth boarding experience, it's important to make sure that these items will fit into the overhead bin or under the seat in front of you. The maximum dimensions for a carry-on bag are 9 inches x 14 inches x 22 inches (22 cm x 35 cm x 56 cm), including handles and wheels.",0,,242
4856,what movie has mumbles in it,879274,ENTITY,confirms Swiss VAT law amendments will come into force on 1 January 2018 EY Global Tax Alert Library Access both online and pdf versions of all EY Global Tax Alerts. Copy into your web browser: www.ey.com/taxalerts,0,,242
4857,what movie has mumbles in it,879274,ENTITY,"There are 200-300 calories in a slice of pizza, two would be  400-600 calories. The calorie count depends on the size of the  pizza, type of crust, and the toppings. A Sicil … ian pizza slice has  around 500 calories. Answered. In Calorie Count.",0,,242
4858,what movie has mumbles in it,879274,ENTITY,"According to the BLS, mechanical engineers earned a median salary of $82,100 in 2013. The best-paid earned about $123,340, while the lowest-paid earned less than $52,550. Industries that pay well include oil and gas extraction as well as information services.ith an average salary of $85,930 in 2013, mechanical engineers are filling their coffers at a higher rate than a number of other technology jobs.",0,,242
4859,what movie has mumbles in it,879274,ENTITY,"The first column shown in purple are the points + numbers. The next column highlighted in gray are the numbers for the original method. For non members, use the Ruby Tuesday's nutrition to track what you need. If you are counting calories, cutting back on fats or carbohydrates, then you will find what you need below.",0,,242
4860,what nutrients do tomatoes need to grow,882450,ENTITY,"1 Choose a calcium-fortified cereal that is high in fiber and low in sugar, and then add milk. 2  Whole Grain Total cereal with a cup of milk adds up to 600mg of calcium-half the recommended daily intake for adults. One cup of Collard Greens provides 256mg of calcium. 2  Yogurt-High in protein and healthy bacteria for your gut, yogurt offers 400mg of calcium in just an 8-ounce serving. 3  Choose non-fat yogurt for a satisfying and healthy snack.",0,,243
4861,what nutrients do tomatoes need to grow,882450,ENTITY,"Since Ruby Tuesday is known for their fast food, you should be aware of how many calories and fats are packed in the food you order. 1  Top Sirloin: 443 calories, 27 g fat, 13 g carbs.",0,,243
4862,what nutrients do tomatoes need to grow,882450,ENTITY,"When to Add Nutrients. Tomato plants need nutrients at differing amounts at various stages of growth. After receiving soil test results and before planting tomatoes, work a general fertilizer into the soil. NPK ratios of 5-10-10 or 8-16-16 are good to start.",1,0.0,243
4863,what nutrients do tomatoes need to grow,882450,ENTITY,"Pole beans yield up to three times more than bush beans. Beans (Phaseolus vulgaris) probably take the prize for least demanding garden vegetable. These fast-growing plants need the nutrients all plants need -- nitrogen, phosphorus and potassium -- but in much smaller amounts than most plants.",1,0.0,243
4864,what nutrients do tomatoes need to grow,882450,ENTITY,"Tomatoes need the secondary nutrients, calcium, magnesium and sulfur, but in lesser amounts than the primary nutrients. Calcium improves cell health, protecting against diseases and bruises. Tomatoes with higher levels of calcium are also more nutritious.",1,1.0,243
4865,what nutrients do tomatoes need to grow,882450,ENTITY,Soil Composition for Plant Nutrition. Adding fertilizer is only one step to providing plants with proper nutrients and increasing crop yield. Soil composition and structure directly affects tomato plant health. Tomato plants thrive by growing roots deep into the soil.,1,0.0,243
4866,what nutrients do tomatoes need to grow,882450,ENTITY,"Fertilizing. To give tomatoes all the necessary nutrients, you need to apply the right fertilizer. The University of Missouri recommends a fertilizer low in nitrogen, high in phosphorus and with a medium to high amount of potassium.",1,0.0,243
4867,what nutrients do tomatoes need to grow,882450,ENTITY,"Tomatoes are rich in vitamins A, C and K, and also contain lycopene. Juicy, healthy tomatoes need the proper nutrients to grow. Like all plants, tomatoes need many nutrients to survive; the plants use these elements to do everything from develop healthy tissue to create chemical energy.",1,0.0,243
4868,what nutrients do tomatoes need to grow,882450,ENTITY,"Other nutrients and minerals, in smaller amounts, help tomato plants grow robustly and healthily. Plants get nutrients from the soil in which they are planted, so soil preparation is integral to providing plant nutrients in proper amounts.",1,0.0,243
4869,what nutrients do tomatoes need to grow,882450,ENTITY,"What fertilizer nutrient balance to choose for tomatoes. Nitrogen. Nitrogen encourages leaf growth, which is why fertilizers with higher ratio of nitrogen (the first of the three numbers) are an optimum choice for lawns and grasses.",1,0.0,243
4870,what nutrients do tomatoes need to grow,882450,ENTITY,"Just be sure you know what you are buying, and that it’s a good choice for you. For the right situation, Short Term insurance plans can definitely provide fast, flexible temporary health insurance coverage that fits your needs.",0,,243
4871,what nutrients do tomatoes need to grow,882450,ENTITY,Browse Schools in Burgersfort at School4SA. The south African province of BURGERSFORT has 190 schools all suburbs and townships. You can review the schools summary below or for a full prifule on any school you can click on the links below.To refine the results by specialisation or by phase please use the links to you right-hand side to view the results.he south African province of BURGERSFORT has 190 schools all suburbs and townships. You can review the schools summary below or for a full prifule on any school you can click on the links below.,0,,243
4872,what nutrients do tomatoes need to grow,882450,ENTITY,Androgen. A natural or artificial steroid that acts as a male sex hormone. Androgens are responsible for the development of male sex organs and secondary sexual characteristics.,0,,243
4873,what nutrients do tomatoes need to grow,882450,ENTITY,"Buspirone is an anti-anxiety medicine that affects chemicals in your brain that may become unbalanced and cause anxiety. Buspirone is used to treat symptoms of anxiety, such as fear, tension, irritability, dizziness, pounding heartbeat, and other physical symptoms.",0,,243
4874,what nutrients do tomatoes need to grow,882450,ENTITY,"The economic key to this building-block approach is a willingness to support open standards that produce astonishing scale and commodity-like cost reductions on one hand, and invite tremendous creativity on the other.",0,,243
4875,what nutrients do tomatoes need to grow,882450,ENTITY,"Minerals are elements that originate in the soil and cannot be created by living things, such as plants and animals. Yet plants, animals and humans need minerals in order to be healthy. Plants absorb minerals from the soil, and animals get their minerals from the plants or other animals they eat.Most of the minerals in the human diet come directly from plants, such as fruits and vegetables, or indirectly from animal sources.et plants, animals and humans need minerals in order to be healthy. Plants absorb minerals from the soil, and animals get their minerals from the plants or other animals they eat. Most of the minerals in the human diet come directly from plants, such as fruits and vegetables, or indirectly from animal sources.",0,,243
4876,what nutrients do tomatoes need to grow,882450,ENTITY,"The United States seized Guantanamo Bay and established a naval base there in 1898 during the Spanish-American War. Five years later, the U.S. and Cuba signed a lease giving Guantanamo Bay to the U.S. as a coaling and Naval station..",0,,243
4877,what nutrients do tomatoes need to grow,882450,ENTITY,"In a statutory power of attorney, the language granting power with respect to estate, trust, and other. beneficiary transactions empowers the agent to act for the principal in all matters that affect a trust, probate estate, guardianship, conservatorship, escrow, custodianship, or other fund from which the.",0,,243
4878,what nutrients do tomatoes need to grow,882450,ENTITY,"Visit Pearl Harbor, the Arizona Memorial, and the highlights of Historic Honolulu City. Product Description. Experience the highlights of the #1 attraction on Oahu and see many other Honolulu landmarks while on the Pearl Harbor & Honolulu City Tour. If you have limited time on your vacation schedule or simply prefer a short trip to Pearl Harbor, this tour is a good fit.",0,,243
4879,what nutrients do tomatoes need to grow,882450,ENTITY,"The mortality rate for people with eating disorders is the highest of all psychiatric illnesses, and over 12 times higher than that for people without eating disorders. Eating disorders occur in both men and women, young and old, rich and poor, and from all cultural backgrounds. About one in 20 Australians has an eating disorder and the rate in the Australian population is increasing.",0,,243
4880,what province is burgersfort in,889530,LOCATION,"Throat muscle spasm is a symptom of varied causes, and it usually indicates that something is wrong with your throat or respiratory including your digestive system.Spasms result when the muscles contract resulting to unbearable pain and stiffness in the muscle area.uscle spasm in the throat is pretty manageable especially if the causes are allergic reactions to certain substances. If you are having spasms in the throat, you should try doing these simple yet proven effective natural treatments: 1  Relax and do a lot of deep breathing or breathing exercises.",0,,244
4881,what province is burgersfort in,889530,LOCATION,"On October 22, 1966 the town called Kemah adopted Vernon’s Texas Civil Statutes [2] and became a General Law City. In 1992, the city expanded to include two square miles, or 1,280 acres and the population increased to have 1,300 residents .",0,,244
4882,what province is burgersfort in,889530,LOCATION,"Golden Corral Buffet & Breakfast Menu with Prices. Golden Corral is an American restaurant that provides hot and cool items for buffet and grill. From the last three years, the restaurant serves breakfast, lunch and dinner. Breakfast menu of Golden Corral contains various items with different prices. James Maynard and William F made attempts to get a franchise with other companies in 1971. In Fayetteville, North Carolina, first Golden Corral Family Steak House was started at January 3, 1973.",0,,244
4883,what province is burgersfort in,889530,LOCATION,"It takes approximately six to eight weeks to grow enough hair for a fade or basic man's haircut after you shave your head. If you wish to grow your hair out longer, it will take an additional month for each 1/2 inch of growth.",0,,244
4884,what province is burgersfort in,889530,LOCATION,"The heart is in the thoracic cavity in a part called the mediastinum. It is protected by the pericardium, a membranous sac that surround the heart. The mediastinum is that spa … ce in the thoracic cavity between the lungs that contains the heart.It also contains the aorta, esophagus, trachea and thymus. The pleural cavity is the space in the chest between the lungs.he area present between two lungs in chest cavity is called mediastenum.this is the place where heart is present.The mediastinum lies between the right and left pleurae pleuræ in … an d near the median sagittal plane of the. chest",0,,244
4885,what province is burgersfort in,889530,LOCATION,"The original, costly, traditional balsamic vinegar (Aceto Balsamico Tradizionale), is made from a reduction of cooked white Trebbiano grape juice, and used as a condiment.It has been produced in Modena and Reggio Emilia since the Middle Ages, being mentioned in a document dated 1046.he original, costly, traditional balsamic vinegar (Aceto Balsamico Tradizionale), is made from a reduction of cooked white Trebbiano grape juice, and used as a condiment.",0,,244
4886,what province is burgersfort in,889530,LOCATION,"The cost of University of Oklahoma is reduced dramatically for residents of Oklahoma. Tuition for in-state students is set at $4,296 for the 2015 - 2016 year, a 62.4% discount off the regular price. Fees are $3,769, bringing the total yearly cost for in-state full-time undergrads to $8,065. University of Oklahoma tuition and fees for out of state students is $21,451 for the 2015 - 2016 school year. This is prior to adjustments for financial need so some students will pay less than this. Of this amount, $17,682 was the cost of tuition and $3,769 the cost of fees.",0,,244
4887,what province is burgersfort in,889530,LOCATION,"13 Responses to “Hunan Chicken Recipe”. 1  Looks really great Bobby! 2  Nick Frost- I am sorry. 3  this looks great! i have been following you for years and your chinese food recipes are my favorite. you always inspire me. 4  No worries Bobby, your great recipes are apology enough. 5  My daddy likes chinese recipes, so you gave me a reason to make him happy!",0,,244
4888,what province is burgersfort in,889530,LOCATION,Find out how to qualify for a free copy of your Consumer Disclosure. Now available online. A Consumer Disclosure is a complete account of all the information on your credit report as mandated by consumer reporting legislation. A Consumer Disclosure does not include your TransUnion Credit Score.,0,,244
4889,what province is burgersfort in,889530,LOCATION,"Enzyme catalysis is the increase in the rate of a chemical reaction by the active site of a protein. The protein catalyst (enzyme) may be part of a multi-subunit complex, and/or may transiently or permanently associate with a Cofactor (e.g. adenosine triphosphate). Catalysis of biochemical reactions in the cell is vital due to the very low reaction rates of the uncatalysed reactions at room temperature and pressure.",0,,244
4890,what province is burgersfort in,889530,LOCATION,sensory receptor-an organ having nerve endings (in the skin or viscera or eye or ear or nose or mouth) that respond to stimulation.,0,,244
4891,what province is burgersfort in,889530,LOCATION,"1 Physical therapy typically is covered by health insurance when medically necessary. 2  For patients not covered by health insurance, physical therapy typically costs $50-$350 or more per session, depending on the length of the session, the service provided during the session and the provider. Kathe Wallace Physical Therapy in Washington charges $165-$205 for a one-hour initial evaluation, $112 for appointments less than 45 minutes and $150 for a session of 50 to 55 minutes.",0,,244
4892,what province is burgersfort in,889530,LOCATION,"Adventure Time Characters. It's ADVENTURE TIME! Come on grab your friends, we'll go to very distant lands. With Jake the dog and Finn the human, the fun will never end. Explore the Land of Ooo. Find out more about Finn, Jake, Bubblegum, Marceline, Ice King and all your favorite Adventure Time characters here! Heck yeah!",0,,244
4893,what province is burgersfort in,889530,LOCATION,"Microdermabrasion is often gentle enough that it can be used every week or two. Most chemical peels can only be done once a month. You can use both treatments for maximum results. Use a chemical peel one week and then weekly microdermabrasion treatments for a week or two following the glycolic acid peel. TIP! Glycolic acid peels and microdermabrasion both address common skin problems like fine lines, rough texture and even hyperpigmentation. It’s up to you to decide which is the best treatment for you or if you want to rotate between each treatment and use them both.",0,,244
4894,what province is burgersfort in,889530,LOCATION,"The founder of logic as an academic subject was born and spent his early years in Macedonia, a state located on the northeastern part of the Greek peninsula. After his father died, Aristotle was sent to Athens, to study philosophy at Plato’s Academy, the first recognizable university in world history.",0,,244
4895,what province is burgersfort in,889530,LOCATION,"Image copyright Image caption A Saudi-led multinational coalition intervened in the conflict in Yemen in March 2015. The Houthis and security forces loyal to Mr Saleh then attempted to take control of the entire country, forcing Mr Hadi to flee abroad in March 2015.",0,,244
4896,what province is burgersfort in,889530,LOCATION,"Mendeleev published his periodic table of all known elements and predicted several new elements to complete the table. Only a few months after, Meyer published a virtually identical table. Some consider Meyer and Mendeleev the co-creators of the periodic table.",0,,244
4897,what province is burgersfort in,889530,LOCATION,"For example, most species of bears are actually omnivorous, except for the giant panda, which is almost exclusively herbivorous, and the exclusively meat-eating polar bear, which lives in the Arctic, where few plants grow. In addition, there are plenty of carnivorous species that are not members of Carnivora.",0,,244
4898,what province is burgersfort in,889530,LOCATION,jefferson nickel values most premium jefferson nickel values are found in the early years 1938 and 1939 they are worth 25 cents to $ 2 to $ 30 depending on date mintmark and conditionadditionally wartime silver nickels from 1942 1945 because of their silver content have a minimum value of $ 0 74 each in good conditiona key to coin values is understanding today s collector markethey are worth 25 cents to $ 2 to $ 30 depending on date mintmark and condition additionally wartime silver nickels from 1942 1945 because of their silver content have a minimum value of $ 0 74 each in good condition,0,,244
4899,what province is burgersfort in,889530,LOCATION,"If you’re looking for the best possible time to buy the cheapest plane ticket, try 54 days from your day of departure. That is the exact moment when you will save the most on domestic flight tickets, according to a study by CheapAir.com that analyzed 1.3 billion airfares over the last year.",0,,244
4900,what rights did the seventh amendment protect,891460,DESCRIPTION,"Technically, nobody “invented” transformers. Transformers are simply magnetically charged elements that interact with the electrical fields around them.",0,,245
4901,what rights did the seventh amendment protect,891460,DESCRIPTION,"Visit Pearl Harbor, the Arizona Memorial, and the highlights of Historic Honolulu City. Product Description. Experience the highlights of the #1 attraction on Oahu and see many other Honolulu landmarks while on the Pearl Harbor & Honolulu City Tour. If you have limited time on your vacation schedule or simply prefer a short trip to Pearl Harbor, this tour is a good fit.",0,,245
4902,what rights did the seventh amendment protect,891460,DESCRIPTION," Insert  tab allows you to subtly merge documents. Locate  Object , press a small triangle next to it, and click  Text from File  from the dropdown menu. After that, you can select files to be merged into the current document.By pressing and holding Ctrl to select more than one documents.f you need to cope with Word documents quite often during work, merger of multiple Word documents into one might be required sometimes. You can copy and paste the content directly when the info quantity is not large.",0,,245
4903,what rights did the seventh amendment protect,891460,DESCRIPTION,"Etymology of the name Barabbas. The name Barabbas is Greek transliteration of a Chaldean or Aramaic name. It consists of two elements: The first part is the Chaldean or Aramaic word בר (bar), meaning son: Abarim Publications Theological Dictionary.Follow the link to learn all about: בר.he Aramaic word בר (bar) is cognate of the Hebrew word בן (ben), basically meaning son, much like the son-part in the English name Johnson, or the Mac-part in the name MacDonald (see the article on the word בן (ben) under the name Ben).",0,,245
4904,what rights did the seventh amendment protect,891460,DESCRIPTION,"Longchamp Singapore, a brand of elegance and luxury. Longchamp is a French luxury fashion brand selling durable high quality leather and nylon handbags as well as other fashion items. The brand was founded by Jean Cassegrain in 1948 and named after the racecourse in the Bois de Boulogne hence the horse and racer logo.",0,,245
4905,what rights did the seventh amendment protect,891460,DESCRIPTION,"NOTE: Today, the line between subject directories and search engines is blurring. Most subject directories have partnered with search engines to query their databases and search the web for additional sources, while search engines are acquiring subject directories or creating their own.",0,,245
4906,what rights did the seventh amendment protect,891460,DESCRIPTION,"(mɛlt) vb, melts, melting, melted, melted or molten (ˈməʊltən) 1. (Chemistry) to liquefy (a solid) or (of a solid) to become liquefied, as a result of the action of heat. 2. to become or make liquid; dissolve: cakes that melt in the mouth. 3. (often foll by away) to disappear; fade. 4. (foll by down) to melt (metal scrap) for reuse.",0,,245
4907,what rights did the seventh amendment protect,891460,DESCRIPTION,"In one slice of Domino's small hand tossed … pepperoni pizza there  are 215 calories. For two slices, we multiply the serving size by  two. There are around 430 calories in two slices of this pepperoni  pizza.",0,,245
4908,what rights did the seventh amendment protect,891460,DESCRIPTION,"1 You can only upload videos smaller than 600MB. 2  You can only upload a photo (png, jpg, jpeg) or a video (3gp, 3gpp, mp4, mov, avi, mpg, mpeg, rm). 3  You can only upload a photo or a video.  Video should be smaller than <b>600mb/5 minutes</b>.",0,,245
4909,what rights did the seventh amendment protect,891460,DESCRIPTION,"VACATION PACKAGE DEALS. Book a Priceline vacation package to Hawaii today and experience miles of beautiful beaches, stunning cliffs and golden sunsets. Add ancient volcanoes, lush forests, and always-friendly people and you've got the vacation of a lifetime. 1  Save up to $500 when you book your hotel & flight together.",0,,245
4910,what rights did the seventh amendment protect,891460,DESCRIPTION,"The four cardinal points on a compass, which split the circumference of the compass into four equal parts, are (going clockwise) N orth, E ast, S outh and W est. Since there are 360º in the circumference, the cardinal points are separated by 360º/4 or 90º.A compass rose is shown on the right.rue north is the direction from a point to the north pole of the Earth's rotation axis. It may be determined by observations of the stars, especially (in the Northern hemisphere) Polaris, α Ursae Minoris. A magnetic compass points along the Earth's magnetic field. This direction is called magnetic north.",0,,245
4911,what rights did the seventh amendment protect,891460,DESCRIPTION,"The continuous passive motion (CPM) machine is used as you. recover from various types of joint surgery. As your incision. heals, scar tissue forms. This tissue can be less elastic than. normal tissue. Without movement, adhesions (improperly. healed tissue) may occur.",0,,245
4912,what rights did the seventh amendment protect,891460,DESCRIPTION,"Search engines see www.mafcu.org and mafcu.org as different websites. This means they could see a large amount of duplicate content, which they don't like. Fortunately your website redirects www.mafcu.org and mafcu.org to the same site.",0,,245
4913,what rights did the seventh amendment protect,891460,DESCRIPTION,"All of the food groups have foods rich in minerals. For example, milk is a good source of calcium, and red meat is rich in iron and zinc. Fruits and vegetables are good sources of potassium. Whole grains are rich in magnesium, selenium, and chromium.Nuts and seeds are sources of copper and manganese.ertain minerals, such as iron and zinc, tend to be better absorbed by the body from animal foods than from plant foods. Phytate and oxalate, which are found mainly in whole grains, vegetables, and legumes, reduce absorption of some minerals (2).",0,,245
4914,what rights did the seventh amendment protect,891460,DESCRIPTION,"The economic key to this building-block approach is a willingness to support open standards that produce astonishing scale and commodity-like cost reductions on one hand, and invite tremendous creativity on the other.",0,,245
4915,what rights did the seventh amendment protect,891460,DESCRIPTION,"Throughout the rest of the 19th century, scientists would develop actual transformers that were used to harness the magnetic power that Faraday observed. Already by the 1870s, academics working on electricity were building coils that in many respects resemble the transformers still in use today.",0,,245
4916,what rights did the seventh amendment protect,891460,DESCRIPTION,"Grundy Gardens Senior Housing II Overview. Grundy Gardens Senior Housing II is located in Fairless Hills, Pennsylvania and is owned by HA of Bucks County. This Low Income Housing (LIH) project has been in service since 2001 and has a total of 60 low income units, which is slightly more than other LIH properties.",0,,245
4917,what rights did the seventh amendment protect,891460,DESCRIPTION,P Values Are NOT the Probability of Making a Mistake. Incorrect interpretations of P values are very common. The most common mistake is to interpret a P value as the probability of making a mistake by rejecting a true null hypothesis (a Type I error). There are several reasons why P values can’t be the error rate.,0,,245
4918,what rights did the seventh amendment protect,891460,DESCRIPTION,"DNA analysts often work in forensic crime labs where they examine samples of DNA to identify potential suspects. After conducting tests on each sample, analysts compare the identity of the sample with other known samples.o work in a crime lab approved by the Federal Bureau of Investigation (FBI), DNA analysts must meet the minimum requirement of a bachelor's degree related to molecular biology, genetics or forensic sciences.",0,,245
4919,what rights did the seventh amendment protect,891460,DESCRIPTION,"Something happens to the enzyme (usually a shape change, called a conformation change, brought on by the presence of two or more chemical reactants), and the enzyme catalyzes the reaction. After the reaction is catalyzed, the product is released, and the enzyme can relax..",0,,245
4920,what sauce for cheese sticks,892304,ENTITY,"The price for Golden Corral lunch buffet is: $9.95 per adult. You will have the possibility of choosing from a series of food and on special occasions, Golden Corral will provide a seafood buffet. The standard price for beverages at Golden Corral to serve with the food is $2.19.",0,,246
4921,what sauce for cheese sticks,892304,ENTITY,"Within that time, an intern must complete a certain number of polygraph examinations under the supervision of a working polygraph examiner, and she or he may be required to maintain files on these cases for examination by her or his school.",0,,246
